image_path,person_id,category,reason,blur_score,face_count,action
datasets/raw\actors\prakash_raj\2fd3b602f4.jpg,prakash_raj,actors,no_face,376.5,0,move
datasets/raw\actors\prakash_raj\31f3e3f3f2.jpg,prakash_raj,actors,no_face,1942.6,0,move
datasets/raw\actors\prakash_raj\50f79f6ec1.jpg,prakash_raj,actors,no_face,837.7,0,move
datasets/raw\actors\prakash_raj\53c29da620.jpg,prakash_raj,actors,no_face,480.8,0,move
datasets/raw\actors\prakash_raj\5ab4fda800.jpg,prakash_raj,actors,no_face,190.3,0,move
datasets/raw\actors\prakash_raj\60e7235290.jpg,prakash_raj,actors,no_face,146.3,0,move
datasets/raw\actors\prakash_raj\72b46dd122.jpg,prakash_raj,actors,no_face,213.6,0,move
datasets/raw\actors\prakash_raj\7ecf46c1d5.jpg,prakash_raj,actors,no_face,778.1,0,move
datasets/raw\actors\prakash_raj\8e37c581e4.jpg,prakash_raj,actors,no_face,224.5,0,move
datasets/raw\actors\prakash_raj\9e2362b97f.jpg,prakash_raj,actors,no_face,2714.7,0,move
datasets/raw\actors\pran\088b957dbd.jpg,pran,actors,no_face,1554.0,0,move
datasets/raw\actors\pran\0f6dd7f96f.jpg,pran,actors,no_face,802.6,0,move
datasets/raw\actors\pran\110c683e3c.jpg,pran,actors,no_face,783.2,0,move
datasets/raw\actors\pran\296815938b.jpg,pran,actors,no_face,2059.8,0,move
datasets/raw\actors\pran\2a2427199e.jpg,pran,actors,no_face,74.1,0,move
datasets/raw\actors\pran\2cffafb3c0.jpg,pran,actors,no_face,1443.1,0,move
datasets/raw\actors\pran\3136598798.jpg,pran,actors,no_face,1794.0,0,move
datasets/raw\actors\pran\40a143840c.jpg,pran,actors,no_face,1636.5,0,move
datasets/raw\actors\pran\4b9be948b5.jpg,pran,actors,no_face,247.3,0,move
datasets/raw\actors\pran\5aaed0a274.jpg,pran,actors,no_face,1890.9,0,move
datasets/raw\actors\pran\690f96d44b.jpg,pran,actors,no_face,215.6,0,move
datasets/raw\actors\pran\6ac9450b65.jpg,pran,actors,no_face,2097.2,0,move
datasets/raw\actors\pran\76ae041ddd.jpg,pran,actors,no_face,730.9,0,move
datasets/raw\actors\pran\7d8597edd6.jpg,pran,actors,no_face,677.2,0,move
datasets/raw\actors\pran\99f1997853.jpg,pran,actors,no_face,2387.1,0,move
datasets/raw\actors\pran\ab4329e693.jpg,pran,actors,no_face,212.0,0,move
datasets/raw\actors\pran\b764573061.jpg,pran,actors,no_face,989.2,0,move
datasets/raw\actors\prem_chopra\0c90dcb076.jpg,prem_chopra,actors,no_face,473.2,0,move
datasets/raw\actors\prem_chopra\201e512d54.jpg,prem_chopra,actors,no_face,216.4,0,move
datasets/raw\actors\prem_chopra\258b35772a.jpg,prem_chopra,actors,no_face,314.9,0,move
datasets/raw\actors\prem_chopra\317edbd253.jpg,prem_chopra,actors,no_face,978.5,0,move
datasets/raw\actors\prem_chopra\376ecdf6a1.jpg,prem_chopra,actors,no_face,2443.1,0,move
datasets/raw\actors\prem_chopra\3ecbc01a00.jpg,prem_chopra,actors,no_face,2162.0,0,move
datasets/raw\actors\prem_chopra\47da5b1447.jpg,prem_chopra,actors,no_face,605.9,0,move
datasets/raw\actors\prem_chopra\4dcb7fc04e.jpg,prem_chopra,actors,no_face,428.9,0,move
datasets/raw\actors\prem_chopra\5ee408b273.jpg,prem_chopra,actors,no_face,61.6,0,move
datasets/raw\actors\prem_chopra\69aec89eb7.jpg,prem_chopra,actors,no_face,213.8,0,move
datasets/raw\actors\prem_chopra\7cd26f005c.jpg,prem_chopra,actors,no_face,1251.2,0,move
datasets/raw\actors\prem_chopra\82d5bbd21c.jpg,prem_chopra,actors,no_face,679.5,0,move
datasets/raw\actors\prem_chopra\8e6c5242fe.jpg,prem_chopra,actors,no_face,154.3,0,move
datasets/raw\actors\prem_chopra\96cc5dee28.jpg,prem_chopra,actors,no_face,2162.5,0,move
datasets/raw\actors\prem_chopra\9b633fa754.jpg,prem_chopra,actors,no_face,47.3,0,move
datasets/raw\actors\raaj_kumar\04989b198e.jpg,raaj_kumar,actors,no_face,461.4,0,move
datasets/raw\actors\raaj_kumar\099a3e8e02.jpg,raaj_kumar,actors,no_face,329.3,0,move
datasets/raw\actors\raaj_kumar\0e7297ac38.jpg,raaj_kumar,actors,no_face,648.2,0,move
datasets/raw\actors\raaj_kumar\1d2951aa61.jpg,raaj_kumar,actors,no_face,822.8,0,move
datasets/raw\actors\raaj_kumar\25e75bc1d7.jpg,raaj_kumar,actors,no_face,454.1,0,move
datasets/raw\actors\raaj_kumar\365b2a1980.jpg,raaj_kumar,actors,no_face,571.0,0,move
datasets/raw\actors\raaj_kumar\377ae1b651.jpg,raaj_kumar,actors,no_face,470.9,0,move
datasets/raw\actors\raaj_kumar\3d8ddbcdcc.jpg,raaj_kumar,actors,no_face,2513.7,0,move
datasets/raw\actors\raaj_kumar\3fc6b1b56f.jpg,raaj_kumar,actors,no_face,612.4,0,move
datasets/raw\actors\raaj_kumar\53ad70fd2d.jpg,raaj_kumar,actors,no_face,325.4,0,move
datasets/raw\actors\raaj_kumar\5b35a87880.jpg,raaj_kumar,actors,no_face,1605.7,0,move
datasets/raw\actors\raaj_kumar\5df50928a0.jpg,raaj_kumar,actors,no_face,2828.7,0,move
datasets/raw\actors\raaj_kumar\74ea3ebeaf.jpg,raaj_kumar,actors,no_face,116.3,0,move
datasets/raw\actors\raaj_kumar\7a314ba87a.jpg,raaj_kumar,actors,no_face,596.5,0,move
datasets/raw\actors\raaj_kumar\7fc15d572c.jpg,raaj_kumar,actors,no_face,237.8,0,move
datasets/raw\actors\raaj_kumar\8c8b27cfe5.jpg,raaj_kumar,actors,no_face,3724.0,0,move
datasets/raw\actors\raaj_kumar\9a62252254.jpg,raaj_kumar,actors,no_face,503.9,0,move
datasets/raw\actors\raaj_kumar\a5f9ad485a.jpg,raaj_kumar,actors,no_face,2677.3,0,move
datasets/raw\actors\raaj_kumar\a9719aeaab.jpg,raaj_kumar,actors,no_face,930.0,0,move
datasets/raw\actors\radhika_apte\0311a69130.jpg,radhika_apte,actors,no_face,999.4,0,move
datasets/raw\actors\radhika_apte\0b86f7895c.jpg,radhika_apte,actors,no_face,135.4,0,move
datasets/raw\actors\radhika_apte\0d3a1ddf3c.jpg,radhika_apte,actors,no_face,311.1,0,move
datasets/raw\actors\radhika_apte\12bf4e887c.jpg,radhika_apte,actors,no_face,819.0,0,move
datasets/raw\actors\radhika_apte\1fb1747a35.jpg,radhika_apte,actors,no_face,5419.7,0,move
datasets/raw\actors\radhika_apte\29a063deba.jpg,radhika_apte,actors,no_face,436.0,0,move
datasets/raw\actors\radhika_apte\3b3e2d581e.jpg,radhika_apte,actors,no_face,3433.6,0,move
datasets/raw\actors\radhika_apte\41d1abb3a7.jpg,radhika_apte,actors,no_face,1924.1,0,move
datasets/raw\actors\radhika_apte\48e00cc6ee.jpg,radhika_apte,actors,no_face,477.4,0,move
datasets/raw\actors\radhika_apte\65e90742bc.jpg,radhika_apte,actors,no_face,58.6,0,move
datasets/raw\actors\radhika_apte\8accb3cfea.jpg,radhika_apte,actors,no_face,1204.2,0,move
datasets/raw\actors\rahul_bose\0f70efbc3c.jpg,rahul_bose,actors,no_face,137.7,0,move
datasets/raw\actors\rahul_bose\15bdfe42aa.jpg,rahul_bose,actors,no_face,491.3,0,move
datasets/raw\actors\rahul_bose\1c49da5262.jpg,rahul_bose,actors,no_face,430.4,0,move
datasets/raw\actors\rahul_bose\20ed0a1f6b.jpg,rahul_bose,actors,no_face,143.2,0,move
datasets/raw\actors\rahul_bose\307c9f24fd.jpg,rahul_bose,actors,no_face,1187.2,0,move
datasets/raw\actors\rahul_bose\355c26a3fa.jpg,rahul_bose,actors,no_face,494.1,0,move
datasets/raw\actors\rahul_bose\3bfe1aa832.jpg,rahul_bose,actors,no_face,1283.2,0,move
datasets/raw\actors\rahul_bose\463c958266.jpg,rahul_bose,actors,no_face,196.0,0,move
datasets/raw\actors\rahul_bose\4c8aa9c4d9.jpg,rahul_bose,actors,no_face,392.0,0,move
datasets/raw\actors\rahul_bose\4fc607932e.jpg,rahul_bose,actors,no_face,245.1,0,move
datasets/raw\actors\rahul_bose\579f65ade2.jpg,rahul_bose,actors,no_face,416.3,0,move
datasets/raw\actors\rahul_bose\57a843e8b8.jpg,rahul_bose,actors,no_face,6141.9,0,move
datasets/raw\actors\rahul_bose\5e6d9bf6bf.jpg,rahul_bose,actors,no_face,1278.7,0,move
datasets/raw\actors\rahul_bose\628a961d54.jpg,rahul_bose,actors,no_face,3239.3,0,move
datasets/raw\actors\rahul_bose\72d2b9627d.jpg,rahul_bose,actors,no_face,766.4,0,move
datasets/raw\actors\rahul_bose\7e4f80bafb.jpg,rahul_bose,actors,no_face,43.3,0,move
datasets/raw\actors\rahul_bose\8cb712c1eb.jpg,rahul_bose,actors,no_face,10228.8,0,move
datasets/raw\actors\rajat_kapoor\0315f279eb.jpg,rajat_kapoor,actors,no_face,177.3,0,move
datasets/raw\actors\rajat_kapoor\08c448225c.jpg,rajat_kapoor,actors,no_face,237.5,0,move
datasets/raw\actors\rajat_kapoor\11df68ccfd.jpg,rajat_kapoor,actors,no_face,53.9,0,move
datasets/raw\actors\rajat_kapoor\2aaf84d349.jpg,rajat_kapoor,actors,no_face,185.9,0,move
datasets/raw\actors\rajat_kapoor\2edf7e34e6.jpg,rajat_kapoor,actors,no_face,576.0,0,move
datasets/raw\actors\rajat_kapoor\3b5e6aa6f8.jpg,rajat_kapoor,actors,no_face,92.7,0,move
datasets/raw\actors\rajat_kapoor\422a95ffe4.jpg,rajat_kapoor,actors,no_face,73.7,0,move
datasets/raw\actors\rajat_kapoor\4bed542262.jpg,rajat_kapoor,actors,no_face,272.1,0,move
datasets/raw\actors\rajat_kapoor\4ec681aafb.jpg,rajat_kapoor,actors,no_face,1008.1,0,move
datasets/raw\actors\rajat_kapoor\6ba01a44d6.jpg,rajat_kapoor,actors,no_face,1206.2,0,move
datasets/raw\actors\rajat_kapoor\75ddf4232b.jpg,rajat_kapoor,actors,no_face,83.9,0,move
datasets/raw\actors\rajat_kapoor\7e117ba1be.jpg,rajat_kapoor,actors,no_face,342.7,0,move
datasets/raw\actors\rajat_kapoor\8ac1ca5899.jpg,rajat_kapoor,actors,no_face,6982.8,0,move
datasets/raw\actors\rajat_kapoor\8d393f2d75.jpg,rajat_kapoor,actors,no_face,1303.0,0,move
datasets/raw\actors\rajesh_khanna\05a675447f.jpg,rajesh_khanna,actors,no_face,188.7,0,move
datasets/raw\actors\rajesh_khanna\160d5fc5e2.jpg,rajesh_khanna,actors,no_face,313.4,0,move
datasets/raw\actors\rajesh_khanna\3a7846d07d.jpg,rajesh_khanna,actors,no_face,768.3,0,move
datasets/raw\actors\rajesh_khanna\419513fadb.jpg,rajesh_khanna,actors,no_face,418.7,0,move
datasets/raw\actors\rajesh_khanna\4b18d29f44.jpg,rajesh_khanna,actors,no_face,1929.4,0,move
datasets/raw\actors\rajesh_khanna\4daa448282.jpg,rajesh_khanna,actors,no_face,168.7,0,move
datasets/raw\actors\rajesh_khanna\509c04d226.jpg,rajesh_khanna,actors,no_face,1688.2,0,move
datasets/raw\actors\rajesh_khanna\59bd1bc06a.jpg,rajesh_khanna,actors,no_face,2710.4,0,move
datasets/raw\actors\rajesh_khanna\5ba88bd6d0.jpg,rajesh_khanna,actors,no_face,4115.2,0,move
datasets/raw\actors\rajesh_khanna\62a033f199.jpg,rajesh_khanna,actors,no_face,1508.2,0,move
datasets/raw\actors\rajesh_khanna\772375e9d0.jpg,rajesh_khanna,actors,no_face,126.1,0,move
datasets/raw\actors\rajesh_khanna\80820b0c7d.jpg,rajesh_khanna,actors,no_face,824.0,0,move
datasets/raw\actors\rajesh_khanna\979fe741f5.jpg,rajesh_khanna,actors,no_face,396.5,0,move
datasets/raw\actors\rajesh_khanna\9e948fabf2.jpg,rajesh_khanna,actors,no_face,893.4,0,move
datasets/raw\actors\rajesh_khanna\aa0d50b95e.jpg,rajesh_khanna,actors,no_face,1322.2,0,move
datasets/raw\actors\rajesh_khanna\bd0216b096.jpg,rajesh_khanna,actors,no_face,78.4,0,move
datasets/raw\actors\rajesh_khanna\c10bba8f4a.jpg,rajesh_khanna,actors,no_face,356.0,0,move
datasets/raw\actors\rajinikanth\0a236bd2f1.jpg,rajinikanth,actors,no_face,828.7,0,move
datasets/raw\actors\rajinikanth\0c7c0958d3.jpg,rajinikanth,actors,no_face,107.7,0,move
datasets/raw\actors\rajinikanth\0df9282d2d.jpg,rajinikanth,actors,no_face,148.1,0,move
datasets/raw\actors\rajinikanth\0ff7487ff4.jpg,rajinikanth,actors,no_face,1409.1,0,move
datasets/raw\actors\rajinikanth\14b4a9c3f2.jpg,rajinikanth,actors,no_face,451.0,0,move
datasets/raw\actors\rajinikanth\1ab7ce64f3.jpg,rajinikanth,actors,no_face,1821.6,0,move
datasets/raw\actors\rajinikanth\2a81d74733.jpg,rajinikanth,actors,no_face,797.4,0,move
datasets/raw\actors\rajinikanth\3d8cffc384.jpg,rajinikanth,actors,no_face,63.4,0,move
datasets/raw\actors\rajinikanth\5b75ef3e16.jpg,rajinikanth,actors,no_face,344.1,0,move
datasets/raw\actors\rajinikanth\5ef969bfec.jpg,rajinikanth,actors,no_face,520.6,0,move
datasets/raw\actors\rajinikanth\63d984f772.jpg,rajinikanth,actors,no_face,1789.9,0,move
datasets/raw\actors\rajinikanth\6dadcbcbb0.jpg,rajinikanth,actors,no_face,84.6,0,move
datasets/raw\actors\rajinikanth\70f2d5fc01.jpg,rajinikanth,actors,no_face,662.5,0,move
datasets/raw\actors\rajinikanth\7b365094a0.jpg,rajinikanth,actors,no_face,351.0,0,move
datasets/raw\actors\rajinikanth\7f95e12618.jpg,rajinikanth,actors,no_face,57.8,0,move
datasets/raw\actors\rajinikanth\8a4d2d1b4b.jpg,rajinikanth,actors,no_face,67.3,0,move
datasets/raw\actors\rajinikanth\8ca1695478.jpg,rajinikanth,actors,no_face,288.3,0,move
datasets/raw\actors\rajinikanth\8deeab857a.jpg,rajinikanth,actors,no_face,111.4,0,move
datasets/raw\actors\rajinikanth\9a799deb50.jpg,rajinikanth,actors,no_face,361.7,0,move
datasets/raw\actors\rajinikanth\9d60e03ca9.jpg,rajinikanth,actors,no_face,1335.7,0,move
datasets/raw\actors\rajit_kapoor\00a39e6645.jpg,rajit_kapoor,actors,no_face,233.9,0,move
datasets/raw\actors\rajit_kapoor\025fbe897d.jpg,rajit_kapoor,actors,no_face,52.5,0,move
datasets/raw\actors\rajit_kapoor\1fafcd5141.jpg,rajit_kapoor,actors,no_face,1150.7,0,move
datasets/raw\actors\rajit_kapoor\242cf313cc.jpg,rajit_kapoor,actors,no_face,177.6,0,move
datasets/raw\actors\rajit_kapoor\313e910c1b.jpg,rajit_kapoor,actors,no_face,308.0,0,move
datasets/raw\actors\rajit_kapoor\337979b0f0.jpg,rajit_kapoor,actors,no_face,446.6,0,move
datasets/raw\actors\rajit_kapoor\3998e5a7ed.jpg,rajit_kapoor,actors,no_face,316.1,0,move
datasets/raw\actors\rajit_kapoor\41ae23395e.jpg,rajit_kapoor,actors,no_face,1192.5,0,move
datasets/raw\actors\rajit_kapoor\53dead5c8b.jpg,rajit_kapoor,actors,no_face,1366.7,0,move
datasets/raw\actors\rajit_kapoor\5a0f43bb63.jpg,rajit_kapoor,actors,no_face,2620.0,0,move
datasets/raw\actors\rajit_kapoor\5dffb603ab.jpg,rajit_kapoor,actors,no_face,314.5,0,move
datasets/raw\actors\rajit_kapoor\63c31686ba.jpg,rajit_kapoor,actors,no_face,253.4,0,move
datasets/raw\actors\rajit_kapoor\6af61de0c2.jpg,rajit_kapoor,actors,no_face,79.1,0,move
datasets/raw\actors\rajit_kapoor\7ecaf15df6.jpg,rajit_kapoor,actors,no_face,670.0,0,move
datasets/raw\actors\rajit_kapoor\83d5684526.jpg,rajit_kapoor,actors,no_face,221.4,0,move
datasets/raw\actors\rajit_kapoor\87e9949a24.jpg,rajit_kapoor,actors,no_face,1195.5,0,move
datasets/raw\actors\rajit_kapoor\a1d3c74644.jpg,rajit_kapoor,actors,no_face,295.9,0,move
datasets/raw\actors\rajkummar_rao\02c19900df.jpg,rajkummar_rao,actors,no_face,768.7,0,move
datasets/raw\actors\rajkummar_rao\0bfe5cc46b.jpg,rajkummar_rao,actors,no_face,534.8,0,move
datasets/raw\actors\rajkummar_rao\1f70bdfe02.jpg,rajkummar_rao,actors,no_face,156.6,0,move
datasets/raw\actors\rajkummar_rao\2040d507b2.jpg,rajkummar_rao,actors,no_face,1359.3,0,move
datasets/raw\actors\rajkummar_rao\22a761bbb8.jpg,rajkummar_rao,actors,no_face,741.8,0,move
datasets/raw\actors\rajkummar_rao\24fafbd777.jpg,rajkummar_rao,actors,no_face,150.8,0,move
datasets/raw\actors\rajkummar_rao\2c2bd0bcb9.jpg,rajkummar_rao,actors,no_face,1175.7,0,move
datasets/raw\actors\rajkummar_rao\31a1b87306.jpg,rajkummar_rao,actors,no_face,216.5,0,move
datasets/raw\actors\rajkummar_rao\3c4aa1913f.jpg,rajkummar_rao,actors,no_face,203.1,0,move
datasets/raw\actors\rajkummar_rao\409c50a6c2.jpg,rajkummar_rao,actors,no_face,3900.5,0,move
datasets/raw\actors\rajkummar_rao\4589fee12f.jpg,rajkummar_rao,actors,no_face,176.8,0,move
datasets/raw\actors\rajkummar_rao\4e386cfefd.jpg,rajkummar_rao,actors,no_face,2514.5,0,move
datasets/raw\actors\rajkummar_rao\5d58400b87.jpg,rajkummar_rao,actors,no_face,313.2,0,move
datasets/raw\actors\rajkummar_rao\6d1f5be247.jpg,rajkummar_rao,actors,no_face,330.8,0,move
datasets/raw\actors\rajkummar_rao\7abcabae0a.jpg,rajkummar_rao,actors,no_face,873.4,0,move
datasets/raw\actors\rajkummar_rao\7bea07c8a5.jpg,rajkummar_rao,actors,no_face,809.1,0,move
datasets/raw\actors\rajkummar_rao\7da2243c41.jpg,rajkummar_rao,actors,no_face,92.4,0,move
datasets/raw\actors\rajkummar_rao\8f3fa0b643.jpg,rajkummar_rao,actors,no_face,4184.9,0,move
datasets/raw\actors\rajpal_yadav\8698224001.jpg,rajpal_yadav,actors,no_face,205.9,0,move
datasets/raw\actors\rajpal_yadav\a603668b7b.jpg,rajpal_yadav,actors,no_face,1614.6,0,move
datasets/raw\actors\rajpal_yadav\ab704f677b.jpg,rajpal_yadav,actors,no_face,644.9,0,move
datasets/raw\actors\rajpal_yadav\b0dfba4b00.jpg,rajpal_yadav,actors,no_face,269.8,0,move
datasets/raw\actors\rajpal_yadav\b4ee87807d.jpg,rajpal_yadav,actors,no_face,398.9,0,move
datasets/raw\actors\rajpal_yadav\c2d951885d.jpg,rajpal_yadav,actors,no_face,404.4,0,move
datasets/raw\actors\rajpal_yadav\c850b1b2fa.jpg,rajpal_yadav,actors,no_face,312.4,0,move
datasets/raw\actors\rajpal_yadav\ca9a7fa98b.jpg,rajpal_yadav,actors,no_face,181.3,0,move
datasets/raw\actors\rajpal_yadav\d19ae62ebc.jpg,rajpal_yadav,actors,no_face,350.3,0,move
datasets/raw\actors\rajpal_yadav\e05218f48f.jpg,rajpal_yadav,actors,no_face,212.3,0,move
datasets/raw\actors\rajpal_yadav\e5b340d695.jpg,rajpal_yadav,actors,no_face,491.3,0,move
datasets/raw\actors\rajpal_yadav\e97426c3e6.jpg,rajpal_yadav,actors,no_face,43.8,0,move
datasets/raw\actors\rajpal_yadav\eece846250.jpg,rajpal_yadav,actors,no_face,486.5,0,move
datasets/raw\actors\rajpal_yadav\ef658c7902.jpg,rajpal_yadav,actors,no_face,720.5,0,move
datasets/raw\actors\rajpal_yadav\f2afab1b74.jpg,rajpal_yadav,actors,no_face,101.9,0,move
datasets/raw\actors\rajpal_yadav\f7a70979b8.jpg,rajpal_yadav,actors,no_face,1301.9,0,move
datasets/raw\actors\rajpal_yadav\fcc33f4b1a.jpg,rajpal_yadav,actors,no_face,72.6,0,move
datasets/raw\actors\rajpal_yadav\ff2c5496fe.jpg,rajpal_yadav,actors,no_face,459.3,0,move
datasets/raw\actors\raj_babbar\2908324722.jpg,raj_babbar,actors,no_face,600.8,0,move
datasets/raw\actors\raj_babbar\36748a42cb.jpg,raj_babbar,actors,no_face,1492.6,0,move
datasets/raw\actors\raj_babbar\425fd1f6e8.jpg,raj_babbar,actors,no_face,2226.9,0,move
datasets/raw\actors\raj_babbar\447fc1f287.jpg,raj_babbar,actors,no_face,2709.9,0,move
datasets/raw\actors\raj_babbar\61f7ea45c4.jpg,raj_babbar,actors,no_face,624.5,0,move
datasets/raw\actors\raj_babbar\69400074ba.jpg,raj_babbar,actors,no_face,289.1,0,move
datasets/raw\actors\raj_babbar\826b09f7cb.jpg,raj_babbar,actors,no_face,377.1,0,move
datasets/raw\actors\raj_babbar\9345249296.jpg,raj_babbar,actors,no_face,219.3,0,move
datasets/raw\actors\raj_babbar\a8f2d08570.jpg,raj_babbar,actors,no_face,246.3,0,move
datasets/raw\actors\raj_babbar\d52da06738.jpg,raj_babbar,actors,no_face,668.1,0,move
datasets/raw\actors\raj_babbar\e145dcc813.jpg,raj_babbar,actors,no_face,1256.8,0,move
datasets/raw\actors\raj_babbar\ef748a36bb.jpg,raj_babbar,actors,no_face,963.0,0,move
datasets/raw\actors\raj_babbar\f3364f3ade.jpg,raj_babbar,actors,no_face,654.8,0,move
datasets/raw\actors\raj_kapoor\003d4bcca2.jpg,raj_kapoor,actors,no_face,1415.2,0,move
datasets/raw\actors\raj_kapoor\0e6989e6ae.jpg,raj_kapoor,actors,no_face,1057.6,0,move
datasets/raw\actors\raj_kapoor\1abb01c2f8.jpg,raj_kapoor,actors,no_face,722.6,0,move
datasets/raw\actors\raj_kapoor\2746ee470d.jpg,raj_kapoor,actors,no_face,3760.6,0,move
datasets/raw\actors\raj_kapoor\2efb7e7d25.jpg,raj_kapoor,actors,no_face,107.4,0,move
datasets/raw\actors\raj_kapoor\3a8088bf6f.jpg,raj_kapoor,actors,no_face,1122.0,0,move
datasets/raw\actors\raj_kapoor\4c95792f65.jpg,raj_kapoor,actors,no_face,775.3,0,move
datasets/raw\actors\raj_kapoor\4d3abb70aa.jpg,raj_kapoor,actors,no_face,59.9,0,move
datasets/raw\actors\raj_kapoor\65de861f13.jpg,raj_kapoor,actors,no_face,4609.4,0,move
datasets/raw\actors\raj_kapoor\7eb2ad7dc7.jpg,raj_kapoor,actors,no_face,1002.3,0,move
datasets/raw\actors\raj_kapoor\89937936c4.jpg,raj_kapoor,actors,no_face,4009.0,0,move
datasets/raw\actors\raj_kapoor\9387a71e3c.jpg,raj_kapoor,actors,no_face,1288.9,0,move
datasets/raw\actors\raj_kapoor\c1eaf00fd1.jpg,raj_kapoor,actors,no_face,763.0,0,move
datasets/raw\actors\raj_kapoor\cb22079e28.jpg,raj_kapoor,actors,no_face,212.9,0,move
datasets/raw\actors\raj_kapoor\d001dea35c.jpg,raj_kapoor,actors,no_face,113.2,0,move
datasets/raw\actors\raj_kapoor\d6371fc24a.jpg,raj_kapoor,actors,no_face,203.2,0,move
datasets/raw\actors\rakhee_gulzar\0a4586bb3a.jpg,rakhee_gulzar,actors,no_face,280.6,0,move
datasets/raw\actors\rakhee_gulzar\17ea8e34b2.jpg,rakhee_gulzar,actors,no_face,2119.0,0,move
datasets/raw\actors\rakhee_gulzar\25368d86b4.jpg,rakhee_gulzar,actors,no_face,1072.3,0,move
datasets/raw\actors\rakhee_gulzar\2ae71d58a1.jpg,rakhee_gulzar,actors,no_face,2045.4,0,move
datasets/raw\actors\rakhee_gulzar\3256ddbbae.jpg,rakhee_gulzar,actors,no_face,603.9,0,move
datasets/raw\actors\rakhee_gulzar\45028f01f3.jpg,rakhee_gulzar,actors,no_face,1140.9,0,move
datasets/raw\actors\rakhee_gulzar\61eb3c92e4.jpg,rakhee_gulzar,actors,no_face,1231.7,0,move
datasets/raw\actors\rakhee_gulzar\6b016489a7.jpg,rakhee_gulzar,actors,no_face,123.7,0,move
datasets/raw\actors\rakhee_gulzar\719c77fd18.jpg,rakhee_gulzar,actors,no_face,1056.5,0,move
datasets/raw\actors\rakhee_gulzar\7c1ec13a9a.jpg,rakhee_gulzar,actors,no_face,128.0,0,move
datasets/raw\actors\rakhee_gulzar\7f7a13597b.jpg,rakhee_gulzar,actors,no_face,985.9,0,move
datasets/raw\actors\rakhee_gulzar\856b1877da.jpg,rakhee_gulzar,actors,no_face,1088.7,0,move
datasets/raw\actors\rakhee_gulzar\8b9d3c1f43.jpg,rakhee_gulzar,actors,no_face,121.9,0,move
datasets/raw\actors\rakhee_gulzar\8dea1ca2fd.jpg,rakhee_gulzar,actors,no_face,679.0,0,move
datasets/raw\actors\rakhee_gulzar\9917efdde5.jpg,rakhee_gulzar,actors,no_face,460.9,0,move
datasets/raw\actors\ramya_krishnan\002a973edb.jpg,ramya_krishnan,actors,no_face,706.0,0,move
datasets/raw\actors\ramya_krishnan\0f965331a8.jpg,ramya_krishnan,actors,no_face,4533.9,0,move
datasets/raw\actors\ramya_krishnan\1b0a62f464.jpg,ramya_krishnan,actors,no_face,1500.3,0,move
datasets/raw\actors\ramya_krishnan\1d25208e5f.jpg,ramya_krishnan,actors,no_face,2045.7,0,move
datasets/raw\actors\ramya_krishnan\2c8263168e.jpg,ramya_krishnan,actors,no_face,872.3,0,move
datasets/raw\actors\ramya_krishnan\2d074ea114.jpg,ramya_krishnan,actors,no_face,69.5,0,move
datasets/raw\actors\ramya_krishnan\3d11392c3c.jpg,ramya_krishnan,actors,no_face,371.7,0,move
datasets/raw\actors\ramya_krishnan\4e1c566e23.jpg,ramya_krishnan,actors,no_face,1498.9,0,move
datasets/raw\actors\ramya_krishnan\4fe3f05b39.jpg,ramya_krishnan,actors,no_face,372.3,0,move
datasets/raw\actors\ramya_krishnan\59c22e1f69.jpg,ramya_krishnan,actors,no_face,4747.0,0,move
datasets/raw\actors\ramya_krishnan\62db50c25b.jpg,ramya_krishnan,actors,no_face,168.8,0,move
datasets/raw\actors\ramya_krishnan\6ac4b566ed.jpg,ramya_krishnan,actors,no_face,843.7,0,move
datasets/raw\actors\ramya_krishnan\6ecd4b23da.jpg,ramya_krishnan,actors,no_face,142.6,0,move
datasets/raw\actors\ramya_krishnan\7aa8ad2abe.jpg,ramya_krishnan,actors,no_face,1513.0,0,move
datasets/raw\actors\ramya_krishnan\82b1deefea.jpg,ramya_krishnan,actors,no_face,825.7,0,move
datasets/raw\actors\ramya_krishnan\8d1f263beb.jpg,ramya_krishnan,actors,no_face,986.6,0,move
datasets/raw\actors\ramya_krishnan\90ccb6a9dd.jpg,ramya_krishnan,actors,no_face,5087.9,0,move
datasets/raw\actors\ranbir_kapoor\0373c76098.jpg,ranbir_kapoor,actors,no_face,134.1,0,move
datasets/raw\actors\ranbir_kapoor\0db25bd8c7.jpg,ranbir_kapoor,actors,no_face,475.5,0,move
datasets/raw\actors\ranbir_kapoor\1140d1c7b4.jpg,ranbir_kapoor,actors,no_face,265.6,0,move
datasets/raw\actors\ranbir_kapoor\1b50de6a37.jpg,ranbir_kapoor,actors,no_face,1134.8,0,move
datasets/raw\actors\ranbir_kapoor\29b9d08e70.jpg,ranbir_kapoor,actors,no_face,575.6,0,move
datasets/raw\actors\ranbir_kapoor\3ee1d27490.jpg,ranbir_kapoor,actors,no_face,428.7,0,move
datasets/raw\actors\ranbir_kapoor\44fae73695.jpg,ranbir_kapoor,actors,no_face,402.6,0,move
datasets/raw\actors\ranbir_kapoor\57ad182121.jpg,ranbir_kapoor,actors,no_face,100.1,0,move
datasets/raw\actors\ranbir_kapoor\591dcbc7d8.jpg,ranbir_kapoor,actors,no_face,1594.1,0,move
